|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.0398||1.03973||1.03946||-inf||1.04337||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.03986||-inf||1.03941||-inf||1.04468||1.03982||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.03999||-inf||-inf||1.03936||-inf||-inf||1.04699||1.03993||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.04012||1.04006||-inf||-inf||1.03932||-inf||-inf||-inf||1.04934||1.04004||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.04024||1.04018||-inf||-inf||-inf||1.03927||-inf||-inf||-inf||-inf||1.05171||1.04015||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.04037||1.04031||-inf||-inf||-inf||-inf||1.03922||-inf||-inf||-inf||-inf||1.05305||1.0402||1.04025||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.0405||1.04044||-inf||-inf||-inf||-inf||-inf||1.03917||-inf||-inf||-inf||-inf||-inf||1.05542||1.04031||1.03911||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.03918||1.04057||-inf||-inf||-inf||-inf||-inf||-inf||1.03913||-inf||-inf||-inf||-inf||-inf||-inf||1.0578||1.04042||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.03914||1.0407||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.03908||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.0602||1.04053||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
|-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.0391||1.04083||1.04077||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.03903||-inf||-inf||-inf||-inf||-inf||-inf||-inf||1.06157||-inf||1.04064||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf||-inf|
